#61	#74
SoilW	SoilW
22.74850261	13.91926438
22.64249788	14.28085755
22.46247059	16.04572241
22.32340278	16.33078643
21.96536111	16.53647633
21.58143056	16.13320463
21.16548611	15.33917903
20.77768056	15.2807153
20.42401389	16.91499695
20.10056944	15.87573664
19.92658333	15.94074375
20.24559722	16.80688884
20.03975	16.15340378
19.76	15.23704532
19.45181944	14.33718756
19.12358333	13.56563707
18.885625	15.28427149
18.96141667	16.89494005
18.90193056	16.09181061
18.7945	17.36606381
18.65244444	16.91030278
18.53281944	15.95895143
18.58273611	14.99878074
18.86018056	13.93576509
18.95408333	12.75667547
19.04883333	11.77431416
19.08383333	10.82395855
18.97394521	9.921113595
18.91579191	11.00930705
19.05755556	12.81983337
19.70548611	14.78697419
20.72518056	15.83633408
20.48156944	15.7322089
20.28152778	14.81869539
19.92077778	14.31343223
19.637375	13.68185328
19.35341667	13.30290591
19.07976389	13.05027433
18.82525	12.67132697
18.64818056	12.2923796
18.47959722	11.78711644
18.29720833	15.24766381
18.23	16.65330591
18.30306944	15.04619012
18.34758333	17.61292697
18.29091667	16.41469539
18.14072222	14.75743223
17.92476389	13.41924276
17.72152778	12.17856907
17.66581944	11.07936907
17.58731944	10.53065328
17.49243056	9.71831644
17.46219444	8.906105913
17.33647222	11.20328486
17.09370833	14.05574802
16.84784722	14.75440065
16.55190278	16.50488486
16.36944444	15.4932217
16.31891667	11.44373095
16.75194444	12.68882341
17.29829167	14.01229425
17.41575	14.41613493
17.33236111	13.51272099
17.12845833	12.80774233
16.86631944	11.58725869
16.58588889	10.53235115
16.31605556	9.302905913
16.07416667	8.215281447
15.94797222	7.374029669
15.90973611	7.224100793
15.826375	7.150701077
15.66756944	6.914001219
15.59231944	6.637329811
16.17779167	7.563787848
16.51394444	7.479292827
16.51822222	7.131924406
16.43529167	6.72936395
16.28244444	6.096084861
16.17006944	10.50665328
16.01626389	8.163748019
15.73793056	9.170358545
15.47893056	8.073937492
15.31797222	6.734484861
15.25783333	9.892379598
15.22544444	11.13179012
15.22093056	10.1827796
15.14070833	9.210021703
15.03197222	8.086063808
15.16166667	7.366063808
15.59897222	6.734484861
16.148875	6.229221703
16.39395833	5.597642756
16.53055556	3.25909368
16.64586111	3.136903068
17.08184722	3.133346881
17.22826389	3.071611461
17.27718056	2.92879496
17.287875	2.681995529
17.27765278	2.533915871
17.25980556	2.41798415
17.29027778	2.288965657
17.68265278	2.104328389
17.81240278	1.754115017
17.84802778	2.104897379
17.87545833	2.6522658
17.88655556	2.926661248
18.12319444	2.934769356
19.85373611	2.85454176
20.38488889	2.665210323
21.33940278	2.634200366
21.39281119	2.3636456
21.54133333	2.003474903
21.64022222	1.948567364
21.66463889	1.934911603
21.80176389	2.034058118
28.93836111	2.164072343
29.19626389	1.989250152
26.56623611	1.631355416
25.96515278	1.765779313
25.98152778	2.141597236
25.23822222	2.544584434
24.88148611	2.89223735
24.62211111	2.961085145
24.447375	2.927941475
24.31393056	3.32310506
24.20629167	3.694940053
24.10380556	3.940174761
24.00968056	4.055252997
23.951875	4.382849014
23.87145833	4.59394432
23.82920833	4.939748019
23.82745833	6.180430807
23.79331944	6.540459256
23.71481944	6.733773623
23.66390278	6.977159114
23.67195833	7.035480593
23.68622222	8.195509043
23.58288889	12.72253607
23.55611111	13.86336111
23.48833333	13.84828287
23.43272222	13.39280634
23.59397222	13.3010567
24.41333333	13.2435887
24.30095833	13.23647633
24.23477778	13.65283479
24.17016667	15.89721601
24.62376389	14.87787035
24.63248611	14.38171103
24.61	14.2037594
25.03509722	15.78014631
24.79573611	15.1923796
24.60281944	14.87573664
24.50386111	14.73704532
24.41997222	14.58725869
24.45676389	14.25624873
25.38454167	14.07346068
24.91545833	13.77459866
24.61583333	13.64159724
24.53643056	13.55155456
24.40873611	13.37104247
24.42369444	13.49309084
24.7785	13.47459866
25.12593056	13.4492786
25.18277778	13.33476936
24.84227778	13.16222313
24.89763889	13.24003251
25.97006944	13.53747206
26.73015278	13.46080065
26.90318056	13.41528145
26.53708911	13.22196708
24.6700658	12.99991872
24.52866385	14.16691729
24.42236198	15.65610648
24.32094323	15.25141231
24.23156535	14.9064621
24.28321378	14.75809795
24.22058875	16.00461288
24.54174813	15.72011786
26.81640792	15.64799837
25.4909525	16.00319041
25.03064493	15.53619183
24.77277837	15.28142654
24.40433198	15.30745783
24.21764635	15.01869539
24.22184722	15.16151189
24.04066667	16.29835399
23.94266667	15.68526722
23.84155556	15.33590734
23.75452778	15.61385897
23.67201389	15.4750254
23.60104514	15.3579557
23.56586806	15.64828287
23.53361111	15.78213778
23.30675694	15.34017476
23.42774306	15.13363138
23.36289931	15.42196708
23.29640625	15.99835399
23.23950694	15.97090022
23.27990278	15.7549685
23.27556944	15.36577931
24.45651389	15.19920748
25.66143056	15.05667547
25.37326389	14.95966267
25.24716667	14.9235318
24.8815	15.01599268
24.00818056	14.81400122
23.85885069	14.92282056
25.04114583	15.2780126
29.99435764	16.35752896
29.47365385	15.96919325
26.42177083	15.58199553
25.92565972	15.22452754
25.10114583	14.75269254
24.35661458	14.61954887
24.01680556	14.8208291
23.81265625	14.75340378
23.65310764	14.42495428
23.52348958	14.02708799
23.48123264	13.77602113
23.44675347	13.5720382
23.42326389	13.5522658
23.39015625	13.58498273
23.35638889	13.70745783
23.33416667	13.76222313
23.33210069	13.66976224
23.33427083	13.41400122
23.36502778	13.39053038
23.380125	13.46350335
23.37794444	13.8351961
23.38291667	14.597785
23.42281944	15.74856736
23.434375	16.14472668
22.54969861	15.89323308
23.50430556	15.65283479
23.7428125	15.39636253
24.11986111	15.39252185
24.86203125	15.30546637
24.89586806	15.51371672
25.18758681	17.012152
25.37833333	16.14757163
25.14270833	15.76521032
24.89121528	15.52125584
24.84293403	14.8693355
25.19569444	14.29138387
25.56137153	13.69294859
25.75135417	13.48313351
25.88600694	13.42324731
25.88001736	13.65425726
25.80508681	14.04700264
25.75015625	14.41087177
25.16557986	14.58626295
23.16450909	14.6178419
24.76012431	14.62595001
24.9365625	14.58981914
25.55041667	14.6067466
27.01949653	14.63690307
31.52171875	14.73121317
27.46090278	14.8268035
26.45805556	14.79764276
26.06119444	14.70589311
25.05171458	14.72296281
25.04913889	14.75368827
24.60685764	14.83647633
23.84003542	15.48043081
23.71264514	16.2007722
21.68296736	16.29422882
22.90065417	16.38654745
24.66495833	16.26919325
25.70498611	16.3837025
25.23444444	16.31698842
25.47327778	16.05681772
27.04125	15.92964845
26.90794406	16.07075798
26.4651875	16.40631985
25.49321528	16.39693152
25.21815278	16.44558017
24.75843056	16.48981914
24.449625	16.44799837
24.32079861	16.32438529
24.34745833	16.13747206
24.28802778	15.93462711
24.17101389	15.73647633
24.12263889	15.56677505
24.06370833	15.56762853
24.00941667	15.99622028
23.95775	17.10888031
23.89605556	16.9381833
23.82623611	16.54799837
23.78219444	16.39764276
23.74279167	16.15852469
23.74394444	15.90845357
23.75131944	15.74074375
23.75009722	15.57616338
23.73116667	15.46336111
23.68913889	15.35055883
23.65336111	15.50859581
23.626	15.53832554
23.58529167	15.44714489
23.74930556	16.73676082
25.01404167	16.16264987
25.36675	16.28555172
24.96466667	16.75539524
24.71884722	16.33107092
24.51696111	16.16734404
24.43287292	16.00006096
24.36423611	15.83320463
25.10580556	15.64842512
25.18320979	15.41314773
24.91984722	15.09266409
24.68833333	15.07986182
24.48108333	14.94842512
24.50379167	14.69053038
24.43018056	14.27687462
24.20797222	14.04572241
24.411375	13.96976224
26.44329167	13.87758586
26.81265278	13.5920951
26.32684722	13.36350335
25.41788889	13.32196708
24.56205556	13.3322089
24.19981944	13.45240805
24.50026389	13.24757163
24.57443056	13.27132697
24.31551389	13.22324731
23.97268056	13.06962
23.79706944	12.90191018
25.06922222	12.72723024
24.94690278	12.3837025
24.64791489	12.6720382
24.24822222	15.06208088
23.84652778	16.29735826
23.51213889	15.7549685
23.253875	15.48299126
22.87305556	15.21314773
22.34695833	14.84117049
21.97533333	14.38228002
21.63776389	16.67474091
21.16761111	16.30973379
20.71877778	15.83903678
20.40479167	15.65055883
20.14288889	15.17346068
19.77744056	15.90134119
19.41451389	15.61229425
19.75061111	15.11144076
20.70661111	15.55397277
20.68443056	16.97402967
20.55356944	16.37587889
20.42502778	16.17715911
20.24502778	15.99863849
20.12066667	15.30219468
20.05848611	14.75624873
19.86688889	15.96606381
19.52051389	16.05980492
19.17756944	15.62424304
18.81490278	14.88683194
18.46083333	14.27687462
18.17451389	17.5438732
17.99347222	16.76833977
17.65923611	16.12879496
17.33179167	15.31684617
17.09591837	14.36506808
18.54953476	13.30091445
18.29260144	12.54472668
17.8974919	11.43420037
17.47813315	10.28028856
17.14368364	9.582280024
16.87009129	8.947002642
16.6585883	8.213289982
16.49525106	7.499349726
16.37471221	7.033062386
16.26669967	6.632351148
16.17180857	5.902621418
16.07847001	5.19166836
17.04793125	9.370900224
20.6067264	11.4522658
19.72437754	9.907742329
19.50688617	9.078723837
19.56715189	8.703332656
20.12674459	8.368197521
16.23746154	7.951981305
16.24268056	7.752123552
16.18630556	7.342450721
15.9015	6.550985572
15.56426389	6.027799228
15.36104167	5.619548872
15.262	5.027941475
15.22109722	4.649420849
14.98743056	4.55283479
14.70886111	4.198211746
14.48811111	3.697927251
14.32360839	3.266917293
14.09380556	3.254399512
13.889375	3.449563097
13.75858333	3.276305629
13.61706944	2.669051006
13.433	2.301483438
13.27719444	2.057528958
13.15165278	1.929506198
13.06165278	1.875452144
13.01658333	1.636334078
12.95969444	1.851554562
12.90417778	1.646575899
12.98044367	1.660089413
12.91867544	1.595224548
12.87755889	1.807031091
12.517825	1.980573054
12.47688889	2.300203211
12.512	3.536049583
12.73629167	4.088965657
12.82720833	4.440459256
12.88808333	4.566775046
12.99002778	4.703474903
13.01106944	4.72538102
12.96993007	4.431639911
12.88913889	5.869193253
12.78380556	6.192379598
12.677875	6.120686852
15.48365278	5.026803495
15.91062857	4.188681162
15.82507474	3.414001219
15.64746027	2.765779313
15.33238481	2.213716724
15.00109352	1.928368218
14.71812593	1.856390977
14.74344444	1.52139809
14.61369444	1.242166226
14.33138889	1.194371063
14.06277778	1.011440764
13.81936111	0.967059541
13.59243056	1.115708189
13.39063889	1.100203211
13.17961111	0.975025401
12.98495833	0.727230238
12.82963889	0.573176184
12.68479167	0.468482016
12.52768056	0.499491973
12.40822222	0.59109937
12.27735664	0.688681162
12.24304167	0.896931518
12.28175	1.055395245
12.23555556	1.640032514
12.16504167	2.928510465
12.18602778	1.4208291
13.12259722	0.234342613
13.30256944	1.914570209
13.32358333	-0.332513717
13.29245833	-1.003637472
13.16330556	8.36136964
13.07261538	9.434769356
13.00573611	8.979435074
12.91180556	8.6579557
12.78156643	8.094228815
12.63038889	6.856390977
12.60693056	5.613289982
13.337125	4.246006909
13.47505556	5.599776468
14.81288889	5.048282869
14.62229246	4.426803495
14.30514773	3.914143467
14.15147272	3.338610039
14.36067836	2.697785003
14.51632454	2.071184719
14.45262371	1.724669783
14.40529273	1.644015444
14.28242251	1.497216013
14.16806122	1.02993294
14.0883066	0.820971347
14.058825	0.590672628
14.07475304	0.62595001
14.07223242	0.712863239
14.0473491	0.668339768
14.07596293	0.583560252
14.07724873	2.373460679
14.0613762	9.384555985
14.03864759	7.744299939
14.05566318	6.614854704
14.05900852	5.68711644
14.05608913	4.584982727
14.03960712	3.92481203
14.02523337	3.456533225
14.04872213	2.99166836
14.05499819	2.38427149
14.10892469	1.585124975
14.76199701	4.206319854
14.59044771	9.620117862
15.07225758	8.95738671
14.98034766	10.37687462
15.01037678	12.0067466
15.02981759	11.52481203
14.88973958	10.9579557
14.83211145	11.09821175
15.69228071	11.75454176
16.84249999	11.79337533
17.36479831	11.78597846
17.80968053	11.57886608
18.16065667	11.24344645
18.526387	10.89095712
18.94913793	10.76848202
19.9875	10.77744361
19.36772297	10.70062995
19.42986415	10.5462914
19.64180375	10.6549685
20.05730469	10.6923796
20.48508681	10.67829709
21.93483696	10.55055883
22.98052232	10.60062995
23.46168595	10.63306239
23.78260869	10.66336111
24.07839733	10.57858159
24.57997295	10.52267832
24.78021188	10.72154034
24.94283389	10.7663483
25.8094752	10.92794148
27.42969848	12.92225157
34.82706662	12.58768543
34.42544574	12.31044503
27.80082963	12.0378988
28.51077852	12.00631985
31.18412046	11.84899411
30.7886185	11.61869539
30.47688632	11.49109937
30.20944354	12.71713066
30.13001737	13.1435887
29.95596238	12.89223735
29.7840792	12.72154034
29.65687324	12.63235115
29.47793168	12.62111359
29.27649638	12.61442796
29.15115196	12.44330421
29.5085697	12.26350335
30.40064031	12.11954887
30.15638934	12.08626295
29.76608421	12.11926438
29.17116363	13.16279212
28.40017139	13.94771388
28.48696619	13.54970534
27.84628249	13.30731559
27.12167388	13.11542369
26.25222034	13.30246735
25.79192902	13.28149066
25.43489934	13.10428272
25.14318485	14.17280677
24.89654376	13.89850121
24.68289353	14.66460065
24.49444068	15.60353254
24.32586385	13.49109937
24.17336756	13.27787035
24.03414936	14.00164731
23.90608103	13.69941573
23.78750827	14.03201846
23.67711968	14.65848782
23.63927835	13.82443935
23.47560764	13.42845616
23.36989583	13.59253759
23.28010417	13.45663955
23.18447917	12.92823298
23.16821181	13.37183198
23.18052083	16.20355584
23.17496528	16.43809577
23.1303125	15.80673614
23.08190972	14.90557516
23.07232639	15.17518348
23.05921875	15.21359784
23.04821181	14.98838802
23.03782986	14.66260594
23.04263889	14.89907624
23.00494792	15.7636889
22.98447917	14.9732668
23.06710069	14.614218
23.14897569	13.49151491
23.17597222	11.87901263
23.11803819	15.97313402
23.05378472	16.31416602
22.98225694	16.78215203
22.94253472	16.81213711
22.91946181	15.75287883
22.94737847	15.01406195
22.99057292	14.23876106
23.03008681	14.1298882
